start	end	text
1919800	1921300	One way means that,
1921300	1921940	yeah,
1922140	1922820	the inverting,
1922940	1923880	like knowing a hash,
1924220	1925440	and learning what the input
1925440	1926340	to the hash was,
1927000	1927540	is hard.
1929300	1930300	But is it really?
1931920	1933040	If the input space
1933040	1933840	is very large,
1934060	1934640	it is hard.
1936040	1937240	But if the input space
1937240	1938360	is constricted,
1939380	1940200	it might not be so hard.
1940480	1940980	But wait,
1941060	1941560	there's more.
1944160	1945020	Hashing is better
1945020	1945560	than encryption,
1945760	1946900	maybe you will realize why.
1947380	1947840	You know why?
1952780	1953520	I mean,
1955640	1956760	encrypting a block,
1958040	1958740	it should be,
1958960	1960280	it's usually roughly equivalent
1960280	1961180	to hashing a block.
1961180	1963360	All you think encryption
1963360	1965540	is not used.
1966540	1967460	And hashing is used.
1968980	1970100	No decryption.
1970860	1971680	No decryption.
1973300	1973940	Yeah,
1974120	1974960	that's a reason,
1975100	1975640	it's not that.
1975980	1976640	Major reason.
1977380	1978200	I hope you've never
1978200	1979300	had to see the thing
1979300	1980100	that's passed through
1980100	1981200	and that's been honest.
1981200	1982300	Okay,
1982360	1983140	now you're getting close.
1984200	1985460	What else does encryption
1985460	1986420	mean?
1987580	1988880	You want to encrypt the question.
1993620	1994040	No,
1994220	1995060	it leaks the length,
1995160	1995520	doesn't it?
1995940	1996160	Hmm.
1997520	1998460	So you want to have
1998460	1999220	the uniform
1999220	2001320	value,
2001580	2001860	right?
2002500	2003380	There are other reasons,
2003460	2004300	then you can think of some.
2005000	2005820	Encryption is not,
2005980	2006640	now encryption,
2006800	2007000	that's,
2007380	2008080	let me rephrase
2008080	2008520	what I said,
2008600	2009120	be very careful.
2011500	2012500	Encryption as in
2012500	2014380	something that can be reversed
2014380	2015520	is not used.
2016640	2017820	You can use encryption
2017820	2018820	to build a hash function.
2019000	2019840	An encryption function
2019840	2020460	can be used
2020460	2021260	to build a hash function.
2022960	2023320	Okay,
2023500	2024100	so it's okay
2024100	2025320	to use encryption function
2025320	2026420	to build a hash function
2026420	2027080	that you can use
2027080	2027660	for this purpose.
2028040	2028900	But what we don't do
2028900	2029760	is encrypt
2029760	2030880	the password itself.
2031880	2032120	Okay?
2032120	2036100	So remember the
2036100	2038220	properties of hash functions,
2038360	2038520	right?
2038600	2040240	So if you are a password hacker
2040240	2042120	and you want to
2042120	2043060	break the password,
2043480	2044180	what property
2044180	2044740	would you like
2044740	2045540	the hash function
2045540	2046280	not to have?
2049660	2050140	Well,
2050140	2051580	one way is we agree.
2051700	2052540	We all must have,
2052600	2052740	right?
2052740	2053740	Because it should be
2053740	2054720	difficult to go back
2054720	2055820	and figure out
2055820	2056460	from the hash
2056460	2057080	what the password
2057080	2057500	is going to be.
2058080	2058960	But what about
2058960	2059560	these other things?
2059680	2060040	Remember,
2060160	2060700	there's a strong
2060700	2061720	collision resistance
2061720	2063640	and weak collision resistance.
2065200	2066360	Which do we care
2066360	2067040	about?
2068900	2069460	Yeah.
2069840	2070340	Strong
2070340	2071820	would be nice to have
2071820	2073560	but not super important
2073560	2075200	because
2075200	2077020	the password
2077020	2078000	is specific,
2078120	2078240	right?
2078280	2078720	It's given.
2079980	2080860	It's given
2080860	2082440	to the hacker
2082440	2083860	but it's fixed
2083860	2084480	by the hash,
2084840	2085100	right?
2085720	2086420	So in order
2086420	2087480	to break
2087480	2088220	the system
2088220	2088800	without learning
2088800	2089360	the password,
2089360	2090920	the hacker
2090920	2091640	has to find
2091640	2092760	another password
2092760	2094280	that hashes
2094280	2095320	into the same value.
2096720	2097240	Does that make sense?
2098520	2099700	So if your password
2099700	2100360	is Apple
2100360	2101660	and it hashes
2101660	2101920	into
2101920	2103620	345
2103620	2105800	and I pick
2105800	2107100	Pear
2107100	2107940	and it also
2107940	2108480	hashes into
2108480	2109020	the 345
2109020	2109760	I don't need
2109760	2110060	to know
2110060	2110520	Apple.
2112200	2112960	I can just
2112960	2113620	log into your account
2113620	2114460	by typing Pear.
2114460	2116380	OK?
2117440	2117880	So
2117880	2119520	that weak collision
2119520	2119860	resistance
2119860	2120760	and that's
2120760	2121200	what we need.
2127000	2127480	So
2127480	2129140	I'm not sure
2129140	2129380	how many
2129380	2130020	to do it
2130020	2130680	but historically
2130680	2131160	that's what
2131160	2131660	has been done
2131660	2132740	is that
2132740	2134320	Linux
2134320	2135040	was using
2135040	2135520	DES
2135520	2137940	encryption
2137940	2139420	as a hash
2139420	2139700	function.
2139700	2140760	Now how
2140760	2141420	does it do it?
2141680	2141960	Well,
2142080	2142460	it takes
2142460	2143100	a null
2143100	2143580	string
2143580	2145580	a 64-bit
2145580	2146620	now you remember
2146620	2148360	DES is a 64-bit block
2148360	2149320	so it takes
2149320	2150380	a string of
2150380	2150620	0
2150620	2151500	64-bits
2151500	2151840	long
2151840	2152780	and then
2152780	2153780	encrypts it
2153780	2154400	repeatedly
2154400	2155120	OK?
2155560	2156180	Repeatedly
2156180	2157160	25 times
2157160	2158800	using
2158800	2159880	a DES
2159880	2160240	key
2160240	2160900	that is
2160900	2161260	derived
2161260	2161560	from the
2161560	2161880	password.
2163980	2164220	OK?
2165700	2166260	Make sense?
2166260	2167920	So it converts
2167920	2168460	your password
2168460	2169320	into a key
2169320	2170720	now that's
2170720	2171080	also
2171080	2172060	an interesting
2172060	2172380	detail
2172380	2172820	because
2172820	2173820	DES keys
2173820	2174280	are actually
2174280	2175180	56-bits
2175180	2175560	long
2175560	2176560	I mean
2176560	2177180	they're 64
2177180	2177860	but 8-bits
2177860	2178680	are parity-bits
2178680	2179460	so
2179460	2181500	that's an
2181500	2182140	interesting one
2182140	2184100	so we'll come
2184100	2184560	back to that
2184560	2185100	in a second.
2185720	2186140	The idea
2186140	2186720	so why do
2186720	2187380	they do this
2187380	2188200	or why did
2188200	2188840	they do this
2188840	2190180	because in
2190180	2190640	order to
2190640	2191460	mount a
2191460	2193960	brute force
2193960	2194340	attack
2194340	2194980	on a password
2194980	2196360	you would
2196360	2196680	have to
2196680	2197060	guess the
2197060	2197520	password
2197520	2199280	and perform
2199280	2201460	25
2201460	2202480	encryptions
2202480	2204720	or
2204720	2205380	if you like
2205380	2205840	25
2205840	2206300	decryptions
2206300	2207700	and at
2207700	2208160	the end
2208160	2209800	OK?
2211480	2211840	If you
2211840	2212420	hit 0
2212420	2213580	if what
2213580	2214120	you decrypt
2214120	2214920	after 25
2214920	2215480	decryptions
2215480	2215940	and 0
2215940	2216280	and a
2216280	2216620	string of
2216620	2216960	0s
2216960	2217520	you guessed
2217520	2217960	correctly.
2220800	2221400	OK?
2222140	2222600	Or
2222600	2223240	alternatively
2223240	2223540	you would
2223540	2223820	take
2223820	2224400	a string
2224400	2224960	of 0s
2224960	2226080	and encrypt
2226080	2226600	it 25
2226600	2227060	times
2227060	2227760	and see
2227760	2228100	if that
2228100	2228460	matches
2228460	2229020	the result
2229020	2229300	in the
2229300	2229600	password
2229600	2229940	file.
2231380	2231660	Am I
2231660	2232000	with you?
2232720	2232960	Any
2232960	2233260	questions?
2235100	2235620	So
2235620	2236100	it's a
2236100	2236660	clever idea
2236660	2236900	right?
2236960	2237260	The idea
2237260	2237640	was to
2237640	2238220	slow down
2238220	2238380	the
2238380	2238680	attacker
2238680	2239320	25
2239320	2240120	that is
2240120	2240620	for every
2240620	2241100	guess
2241100	2242700	of a
2242700	2243060	password
2243060	2243780	or every
2243780	2244880	possible
2244880	2245280	password
2245280	2245680	the attacker
2245680	2246040	guesses
2246040	2247240	it would
2247240	2247540	have to
2247540	2248120	perform
2248120	2249280	25
2249280	2250320	encryption
2250320	2250980	or decryption
2250980	2251460	operations.
2251460	2254460	that's
2254460	2254820	a lot
2254820	2255940	and back
2255940	2256380	then
2256380	2257400	DESC was
2257400	2257820	implemented
2257820	2258300	mostly in
2258300	2258620	hardware
2258620	2258900	it was
2258900	2259320	very slow
2259320	2259800	in software
2259800	2260680	so it
2260680	2261180	seemed like
2261180	2261700	a good idea.
2262300	2262680	And then
2262680	2263380	of course
2263380	2264360	passwords aren't
2264360	2265020	really random
2265020	2265380	right?
2266820	2267700	Doesn't matter
2267700	2269080	how old you
2269080	2269580	are, doesn't
2269580	2270040	matter what
2270040	2270620	culture
2270620	2271140	or which
2271140	2271600	country
2271600	2272040	which
2272040	2272940	ethnicity
2272940	2273560	you come
2273560	2273920	from
2273920	2275040	within the
2275040	2275540	group that
2275540	2275960	you come
2275960	2276240	from
2276240	2277280	you're
2277280	2277900	likely to
2277900	2278300	pick a
2278300	2278680	password
2278680	2280000	that is
2280000	2280280	not
2280280	2280520	truly
2280520	2280920	random.
2281960	2282280	There's
2282280	2282680	no such
2282680	2283100	thing as
2283100	2283460	humans
2283460	2283780	picking
2283780	2284540	truly
2284540	2284920	random
2284920	2285300	passwords.
2285700	2286140	Even if
2286140	2286460	you say
2286460	2286780	well
2286780	2287660	I know
2287660	2289480	a certain
2289480	2289940	date
2289940	2290780	where
2290780	2291100	let's
2291100	2291440	say
2291440	2292700	I
2292700	2292800	don't
2292800	2293060	know
2293060	2295140	I
2295140	2295660	graduated
2295660	2296040	from
2296040	2296520	college
2296520	2296960	or
2296960	2297440	I
2297440	2298020	had
2298020	2298180	my
2298180	2298480	first
2298480	2298980	date
2298980	2299380	or
2299380	2300880	something
2300880	2301760	auspicious
2301760	2302260	happened
2302260	2302520	on a
2302520	2302840	particular
2302840	2303140	date
2303140	2304080	and
2304080	2304400	nobody
2304400	2304620	else
2304620	2304860	knows
2304860	2305080	it
2305080	2305700	just
2305700	2305980	you
2305980	2307120	you
2307120	2307340	think
2307340	2307560	that
2307560	2307760	might
2307760	2307900	be
2307900	2308220	random
2308220	2308440	but
2308440	2308700	actually
2308700	2308880	it's
2308880	2309140	not.
2311460	2311640	I
2311640	2311880	think
2311880	2312080	about
2312080	2312560	are
2312560	2312860	dates
2312860	2313140	really
2313140	2313480	random?
2314460	2314680	There's
2314680	2314880	a lot
2314880	2314980	of
2314980	2315160	people
2315160	2315420	use
2315420	2315580	them
2315580	2316040	professionally.
2317480	2317720	Think
2317720	2317900	about
2317900	2318100	how
2318100	2318260	we
2318260	2318600	structure
2318600	2319020	dates.
2321220	2321580	Forget
2321580	2322200	hours
2322200	2322380	a
2322380	2322520	minute
2322520	2322780	just
2322780	2323120	dates.
2324580	2324740	I
2324740	2324860	mean
2324860	2325180	depending
2325180	2325340	on
2325340	2326200	which
2326200	2326600	notation
2326600	2326780	it
2326780	2327020	used
2327020	2327140	to
2327140	2327280	them
2327280	2327400	in
2327400	2327500	the
2327500	2327700	United
2327700	2328040	States
2328040	2328220	we
2328220	2328460	use
2328460	2329280	month
2329280	2329860	day
2329860	2330440	year
2330440	2330940	right?
2332400	2332680	How
2332680	2332860	many
2332860	2333140	months
2333140	2333280	are
2333280	2333500	there?
2334720	2335180	Well
2335180	2336000	last time I
2336000	2336220	said
2336220	2338220	how many
2338220	2338680	days are
2338680	2338880	there?
2339080	2339480	Let's be
2339480	2340100	generous and
2340100	2340700	say 51
2340700	2341100	in every
2341100	2341380	month
2341380	2341700	right?
2342440	2342720	They're
2342720	2342980	honest
2342980	2343300	right?
2343520	2344160	Let's say
2344160	2344400	they're
2344400	2344720	out because
2344720	2345020	they're
2345020	2345540	the maximum
2345540	2346760	and how many
2346760	2347280	years is it?
2347380	2347700	Well
2347700	2348140	there are a lot
2348140	2348580	of years
2348580	2349940	but you're not
2349940	2350800	likely to pick
2350800	2351580	a year from
2351580	2353040	dark ages
2353040	2354280	history
2354280	2354300	history
2354300	2355680	and
2355680	2356360	yeah
2356360	2357240	if you're
2357240	2357560	a fan
2357560	2357920	of history
2357920	2358320	you might
2358320	2358560	pick
2358560	2358880	something
2358880	2362460	ancient
2362460	2362900	Egyptian
2362900	2363280	era
2363280	2363580	or
2363580	2364340	something
2364340	2364800	from
2364800	2365620	the
2365620	2365880	time
2365880	2366120	of
2366120	2367020	William
2367020	2367200	the
2367200	2367700	Conqueror
2367700	2367960	but
2367960	2368980	most of
2368980	2369120	us
2369120	2369400	would pick
2369400	2369680	something
2369680	2370080	reasonably
2370080	2370420	more
2370420	2371060	1940
2371060	2371720	21st
2371720	2372020	century
2372020	2372420	so
2372420	2372600	that
2372600	2372920	does not
2372920	2373100	be
2373100	2373400	vulnerable
2373400	2374280	that's
2374280	2374540	not
2374540	2375000	random
2375000	2376740	and the
2376740	2377100	space
2377100	2377380	of that
2377380	2377500	is
2377500	2377740	very
2377740	2378100	small
2378100	2379640	so
2379640	2379820	don't
2379820	2379980	pick
2379980	2380260	dates
2380260	2381020	in any
2381020	2381340	format
2381340	2383720	right
2383720	2383920	so
2383920	2384160	but if
2384160	2384440	you just
2384440	2384780	look at
2384780	2385000	the
2385000	2385860	52
2385860	2386380	upper
2386380	2386560	and
2386560	2386840	lower
2386840	2387220	case
2387220	2387820	letters
2387820	2389440	that is
2389440	2389640	being
2389640	2390040	generous
2390040	2390440	assuming
2390440	2390740	that
2390740	2391120	whatever
2391120	2391520	system
2391520	2391720	we're
2391720	2391960	working
2391960	2392800	distinguishes
2392800	2393160	between
2393160	2393440	upper
2393440	2393600	and
2393600	2393740	lower
2393740	2393900	case
2393900	2394160	because
2394160	2394540	some
2394540	2395620	systems
2395620	2395860	do
2395860	2396120	not
2396120	2396600	right
2396600	2397520	they'll
2397520	2397760	just
2397760	2398420	convert
2398420	2398800	everything
2398800	2399000	to
2399000	2399180	upper
2399180	2399500	case
2399500	2399680	or
2399680	2400000	lower
2400000	2400200	case
2400200	2400840	so
2400840	2401520	52
2401520	2402420	in English
2402420	2402740	20
2402740	2403040	that's
2403040	2403620	26
2403620	2404460	26 times
2404460	2404680	2
2404680	2404920	plus
2404920	2405160	10
2405160	2405620	digits
2405620	2407080	and
2407080	2407480	32
2407480	2408160	punctuation
2408160	2408560	symbols
2408560	2409120	although
2409120	2410860	many
2410860	2411700	password
2411700	2412760	rules
2412760	2413180	will not
2413180	2413540	allow you
2413540	2413780	to use
2413780	2414260	punctuation
2414260	2415600	they might
2415600	2416000	allow you
2416000	2416400	to use
2416400	2416700	like
2416700	2418100	exclamation
2418100	2418660	point
2418660	2419280	the question
2419280	2419800	mark
2419800	2420620	the dot
2420620	2421020	and maybe
2421020	2421760	that's it
2421760	2422820	but okay
2422820	2423200	let's be
2423200	2423560	generous
2423560	2424840	so that
2424840	2425300	gives us
2425300	2425740	52
2425740	2426340	plus 10
2426340	2427040	plus 32
2427040	2428500	that's
2428500	2428980	94
2428980	2431180	and let's
2431180	2431560	say we
2431560	2432040	limit to
2432040	2432720	8 characters
2432720	2434600	because
2434600	2436720	that's
2436720	2437200	pretty much
2437200	2437880	how many
2437880	2438120	of you
2438120	2438300	have
2438300	2438760	passwords
2438760	2439200	that I
2439200	2439560	exceed
2439560	2440220	8 characters
2440220	2442940	yeah
2442940	2443880	I buy
2443880	2444240	a lot
2444240	2445060	how many
2445060	2445580	exceed
2445580	2446340	12 characters
2446340	2448520	look at
2448520	2448720	you
2448720	2449500	15
2449500	2453780	okay
2453780	2454260	you like
2454260	2454560	entering
2454560	2455000	passwords
2455000	2455420	don't you
2455420	2456400	because
2456400	2456760	there's
2456760	2457060	a big
2457060	2457460	trade-off
2457460	2457700	here
2457700	2458000	right
2458000	2459020	the big
2459020	2459520	trade-off
2459520	2459920	is
2459920	2460840	okay
2460840	2461100	so
2461100	2461360	let's
2461360	2461500	say
2461500	2463180	I'm
2463180	2463440	not going
2463440	2464080	to
2464080	2464720	triangulate
2464720	2464920	your
2464920	2465220	password
2465220	2465500	here
2465500	2466840	but let's
2466840	2467100	say you
2467100	2467240	have
2467240	2467560	15
2467560	2467900	character
2467900	2468360	password
2468360	2469300	and
2469300	2470520	he has
2470520	2470900	an 8
2470900	2471340	character
2471340	2471760	password
2471760	2472900	now we
2472900	2473020	have
2473020	2473600	usability
2473600	2474120	issue
2474120	2475620	let's
2475620	2475820	say
2475820	2476100	you're
2476100	2476500	young
2476500	2477040	you're
2477040	2477380	smart
2477380	2477720	you can
2477720	2478120	remember
2478120	2478500	15
2478500	2478820	characters
2478820	2479380	obviously
2479380	2479820	you can
2479820	2480060	right
2480060	2483300	but what
2483300	2483480	about
2483480	2483780	making
2483780	2484420	mistakes
2484420	2485580	in
2485580	2485740	those
2485740	2486020	15
2486020	2486440	characters
2486440	2486780	as you
2486780	2487060	type
2487060	2488900	have
2488900	2489020	we
2489020	2489220	never
2489220	2489420	did
2489420	2489840	mistakes
2489840	2493840	right
2493840	2494580	how likely
2494580	2494980	let's
2494980	2495380	put it
2495380	2495720	another way
2495720	2496260	how likely
2496260	2496440	are you
2496440	2496700	to make
2496700	2497100	a mistake
2497100	2497380	in an
2497380	2497540	8
2497540	2497880	character
2497880	2498280	password
2498280	2498760	as opposed
2498760	2498980	to a
2498980	2499220	15
2499220	2499580	character
2499580	2499960	password
2499960	2501820	much more
2501820	2502120	likely
2502120	2502680	there are
2502680	2502860	some
2502860	2503100	people
2503100	2503700	fatigued
2503700	2503920	right
2503920	2504260	I mean
2504260	2504820	finger
2504820	2505260	fatigued
2505260	2505660	you have
2505660	2506060	to stare
2506060	2506260	at the
2506260	2506500	keyword
2506500	2507600	so
2507600	2507880	there's
2507880	2508160	that
2508160	2509480	second
2509480	2509780	issue
2509780	2510100	is the
2510100	2510460	time
2510460	2511380	it just
2511380	2511580	takes
2511580	2511940	longer
2511940	2513400	to enter
2513400	2513620	that
2513620	2513940	password
2513940	2515980	so
2515980	2517360	while I
2517360	2518100	find it
2518100	2518580	commendable
2518580	2518920	that you
2518920	2519360	guys use
2519360	2519800	this long
2519800	2520220	password
2520220	2520700	that's
2520700	2521000	great
2521000	2523480	that doesn't
2523480	2523860	mean you're
2523860	2524200	out of the
2524200	2524440	woods
2524440	2525020	with attacks
2525020	2525900	you know
2525900	2526600	but
2526600	2527840	there is a
2527840	2528220	trade-off
2528220	2528700	right
2528700	2529140	and most
2529140	2529400	people
2529400	2529800	I mean
2529800	2530480	they're okay
2530480	2530900	with like
2530900	2531540	not super
2531540	2531860	short
2531860	2532220	passwords
2532220	2533060	but like
2533060	2533660	research
2533660	2534280	show that
2534280	2534660	8 is
2534660	2534980	about
2534980	2536160	the right
2536160	2536540	mix
2536540	2537680	but with
2537680	2537860	8
2537860	2538140	characters
2538160	2538800	which is
2538800	2539240	I think
2539240	2539780	for most
2539780	2540100	people
2540100	2540880	and I
2540880	2541240	suspect
2541240	2541780	most people
2541780	2542240	your age
2542240	2542640	have picked
2542640	2543220	some better
2543220	2543680	passwords
2543680	2544160	than let's
2544160	2544500	say your
2544500	2544880	uncles
2544880	2546000	and grandparents
2546000	2547020	and parents
2547020	2548440	because you
2548440	2548580	know
2548580	2549320	who are less
2549320	2549720	confused
2549720	2550040	having
2550040	2550760	you're going
2550760	2551240	to wind up
2551240	2552400	with roughly
2552400	2553560	6 quadrillion
2553560	2555680	possible passwords
2555680	2557060	well to a
2557060	2557520	kid this
2557520	2558120	sounds really
2558120	2558620	impressive
2558620	2558980	right
2558980	2559380	you just
2559380	2559960	explain how
2559960	2560420	many zeros
2560420	2560720	are
2560720	2561360	but we're
2561360	2561880	all adults
2561880	2562160	here
2562160	2563100	6 quadrillion
2563100	2563580	is not a
2563580	2564080	large number
2564080	2566100	okay
2566100	2567000	not at all
2567000	2568480	right
2568480	2569580	and
2569580	2571120	since
2571120	2572240	given
2572240	2573620	freedom
2573620	2574140	to pick
2574140	2574380	right
2574380	2575000	without like
2575000	2575620	actual
2575620	2576160	restriction
2576160	2577900	most of us
2577900	2578300	will pick
2578300	2579040	things like
2579040	2579900	human and
2579900	2580500	pet names
2580500	2581040	and dictionary
2581040	2581500	words
2581500	2582400	we're going to
2582400	2582840	wind up
2582840	2583200	with
2583200	2585120	20
2585120	2586020	2 to the
2586020	2586340	20
2586340	2586860	essentially
2586860	2587480	a 20-bit
2587480	2587840	password
2587840	2589640	which means
2589640	2589940	that
2589940	2590780	even if
2590780	2591160	your password
2591160	2591520	is 8
2591520	2591980	characters
2591980	2593260	the real
2593260	2593740	entropy
2593740	2594060	there
2594060	2594180	is
2594180	2594360	about
2594360	2594640	20
2594640	2594920	minutes
2594920	2599260	meaning
2599260	2599580	that
2599580	2600260	human
2600260	2600760	death
2600760	2601200	names
2601200	2601580	and all
2601580	2602180	the dictionary
2602180	2602600	words
2602600	2603160	will roughly
2603160	2603620	be about
2603620	2603900	2 to the
2603900	2604060	point
2604060	2604520	that's
2604520	2604800	assuming
2604800	2605240	the language
2605240	2605660	is known
2605660	2606200	so you
2606200	2606440	assume
2606440	2606860	your password
2606860	2607800	is English
2607800	2608180	like
2608180	2609680	if you
2609680	2609980	are
2609980	2611220	Swahili
2611220	2611720	speaker
2611720	2612720	then a whole
2612720	2613000	different
2613000	2613260	thing
2613260	2613700	will apply
2613700	2614520	it will
2614520	2615000	be based
2615000	2615520	on the
2615520	2616280	vocabulary
2616280	2616720	of that
2616720	2617000	language
2617000	2617840	but
2617840	2618000	you
2618000	2618140	have
2618140	2618240	to
2618240	2618520	assume
2618520	2618680	that
2618680	2618900	hacker
2618900	2619180	knows
2619180	2619380	about
2619380	2619520	that
2619520	2622860	yeah
2622860	2623460	so
2623460	2624060	and
2624060	2624280	if you
2624280	2624460	think
2624460	2624780	pins
2624780	2624920	are
2624920	2625200	better
2625200	2625660	they're
2625660	2626000	not
2626000	2627080	because
2627080	2628040	you
2628040	2628540	get
2628540	2629080	with
2629080	2629900	maximum
2629900	2630460	2 to the
2630460	2630980	27
2630980	2631520	with
2631520	2631880	8
2631880	2632340	digit
2632340	2632800	pins
2632800	2637200	and
2637200	2637520	that's
2637520	2637900	something
2637900	2638260	that
2638260	2638920	any
2638920	2641040	software
2641040	2641520	on your
2641520	2641760	phone
2641760	2642080	you can
2642080	2642740	do
2642740	2643180	in
2643180	2643940	seconds
2643940	2645340	just
2645340	2645740	iterate
2645740	2646140	for all
2646140	2646380	of those
2646380	2646580	so
2646580	2646800	that's
2646800	2647060	not a
2647060	2647260	scary
2647260	2647600	number
2647600	2648440	on
2648440	2648580	the
2648580	2649080	websites
2649080	2649940	they often
2649940	2650780	restrict
2650780	2651360	length
2651360	2651640	for
2651640	2652960	I get
2652960	2653460	they have
2653460	2653780	to store
2653780	2654080	in a
2654080	2654500	database
2654500	2654860	somehow
2654860	2655800	but why
2655800	2657600	in the
2657600	2657940	world
2657940	2658300	would they
2658300	2658580	ever
2658580	2658780	that
2658780	2659000	takes
2659000	2659480	no sense
2659480	2659800	to me
2659800	2660000	either
2660000	2660360	symbols
2660360	2661200	they
2661200	2662280	so
2662280	2662860	I think
2662860	2663380	the reason
2663380	2663800	okay
2663800	2664740	you're asking
2664740	2665300	two questions
2665300	2666140	why do they
2666140	2666460	restrict
2666460	2666800	the length
2666800	2667540	and why
2667540	2667920	they don't
2667920	2668120	allow
2668120	2668480	symbols
2668480	2669920	none of
2669920	2670320	those two
2670320	2670680	none of
2670680	2671000	those two
2671000	2671480	make sense
2671480	2671920	to me
2671920	2672540	but I have
2672540	2673320	a potential
2673320	2673980	explanation
2673980	2675040	for why
2675040	2675220	they don't
2675220	2675780	allow certain
2675780	2676220	symbols
2676220	2676720	is because
2676720	2677320	they think
2677320	2678040	these are
2678040	2678600	executable
2678600	2679020	some kind
2679020	2679320	of like
2679320	2679520	they're
2679520	2680320	trigger symbols
2680320	2681920	that somehow
2681920	2683400	some of
2683400	2684020	these things
2684020	2684440	like
2684440	2687480	slash slash
2687480	2688200	or back
2688200	2688700	slash back
2688700	2689840	dollar sign
2689840	2690560	can be used
2690560	2692480	if you somehow
2692480	2693380	cause a buffer
2693380	2693960	overflow
2693960	2695460	they can
2695460	2696420	so there's
2696420	2696820	some like
2696820	2697560	suspicion
2697560	2698920	of these symbols
2698920	2700220	dating back years
2700220	2700860	nobody really
2700860	2701520	knows why
2701520	2702520	but that's
2702520	2703120	my suspicion
2703120	2703900	why
2703900	2704360	do they
2704360	2705240	truncate
2705240	2707080	and allow
2707080	2707600	only
2707600	2708680	fixed
2708680	2709700	up to a certain
2709700	2710020	number of
2710020	2710220	characters
2710220	2710860	I don't know
2710860	2711140	that
2711140	2712540	that may be
2712540	2714280	it makes no
2714280	2715060	sense because
2715060	2716780	it's hashed
2716780	2718820	and it may be
2718820	2719460	again that
2719460	2720440	whoever programmed
2720440	2721280	the front end
2721280	2724120	no
2724120	2725860	they're also
2725860	2726540	afraid of
2726540	2727040	these kind
2727040	2727440	of buffer
2727440	2728100	overflows
2728100	2728640	and so on
2728640	2729120	and memory
2729120	2729820	bugs
2729820	2730920	because
2730920	2731300	you allow
2731300	2732120	unlimited number
2732120	2732740	of characters
2732740	2733300	they're thinking
2733300	2733720	you're going to
2733720	2734520	enter 2,000
2734520	2735040	characters
2735040	2735980	something is going
2735980	2736340	to break
2736340	2736800	in the code
2736800	2738300	I know
2738300	2738860	I know
2738860	2739920	I'm with you
2739920	2740240	on that
2740240	2740960	I think that's
2740960	2741240	silly
2741240	2742460	right because
2742460	2743240	there's no
2743240	2743800	justification
2743800	2744760	it's only the
2744760	2745260	front end
2745260	2746860	because of the
2746860	2747380	back end
2747380	2748400	they're hashed
2748400	2748740	and they're all
2748740	2749340	the same way
2749340	2758280	it's a heat
2758280	2758480	map
2758480	2759400	some of the
2759400	2759980	stuff I'll show
2759980	2760480	you is really
2760480	2760880	dated
2760880	2762300	dated as in
2762300	2762940	like 10 years
2762940	2763200	old
2763200	2763820	more than 10
2763820	2764060	years old
2764060	2764660	none of it
2764660	2765380	changed since
2765380	2767120	people still
2767120	2767500	think
2767500	2769260	similar
2769260	2769540	faster
2769540	2770040	because the
2770040	2770440	fundamental
2770440	2770900	human
2770900	2772040	mentality
2772040	2772360	hasn't
2772360	2772680	changed
2772680	2774380	what is
2774380	2774720	a heat
2774720	2774900	map
2774900	2775120	what does
2775120	2775440	it mean
2775440	2775920	is that
2775920	2776500	you see
2776500	2776840	where
2776840	2778120	things are
2778120	2778480	really
2778480	2779480	hot
2779480	2779700	there
2779700	2780020	yellow
2780020	2780500	right
2780500	2783760	and so
2783760	2784600	over here
2784600	2785380	it's a heat
2785380	2786020	map generated
2786020	2786820	from a
2786820	2787080	leaked
2787080	2787560	password
2787560	2788140	database
2788140	2789460	a giant
2789460	2789800	leaked
2789800	2790200	password
2790200	2790540	database
2790540	2791520	okay
2791520	2793240	so
2793240	2795060	this is
2795060	2797060	a pin
2797060	2797400	sorry
2797400	2797860	this is not
2797860	2798520	a pin
2798520	2799020	heat map
2799020	2799860	and so
2799860	2800260	over here
2800260	2800620	where it's
2800620	2801260	really hot
2801260	2803440	dates
2803440	2805640	dates are
2805640	2805980	different
2805980	2806580	from other
2806580	2806900	pins
2806900	2807700	this is
2807700	2809280	you know
2809280	2809820	day
2809820	2810080	day
2810080	2810340	month
2810340	2810640	month
2810640	2810920	type
2810920	2811240	dates
2811240	2811560	right
2811560	2812600	and then
2812600	2813880	related couplets
2813880	2814560	meaning repeated
2814560	2815420	things like
2815420	2816060	0101
2816060	2817620	0505
2817620	2819100	667
2819100	2820680	they're all
2820680	2821260	along this
2821260	2822700	diagonal thing
2822700	2824280	okay
2824280	2826220	and these are
2826220	2826980	years of
2826980	2827740	specific years
2827740	2828760	of 19 something
2828760	2832320	because probably
2832320	2833000	birth years
2833000	2833600	people
2833600	2833620	for people
2833620	2835080	to take
2835080	2835460	passwords
2835460	2835720	back
2835720	2839220	so
2839220	2840260	as I said
2840260	2840700	before
2840700	2841460	the
2841460	2843160	Unix
2843160	2843800	and all
2843800	2844140	the other
2844140	2844500	Unix
2844500	2845980	like systems
2845980	2846760	have this
2846760	2847600	etsy
2847600	2848540	password file
2848540	2848900	and it's
2848900	2849480	world readable
2849480	2850320	for reasons
2850320	2850620	I already
2850620	2851060	explained
2851060	2852560	so
