start	end	text
1244000	1245160	make sure it's valid
1245160	1246360	make sure it's not revoked
1246360	1246960	right
1246960	1247760	that kind of thing
1247760	1249820	so that's still the case
1249820	1250760	the client
1250760	1252020	before this starts
1252020	1252860	does not trust
1252860	1253280	the service
1253280	1254140	just knows the URL
1254140	1255280	and so
1255280	1256240	that remains
1256240	1256900	in both versions
1256900	1258100	the web
1258100	1259020	the fundamentals
1259020	1259760	of the web
1259760	1260360	don't change
1260360	1261280	but what we're saying
1261280	1262020	now is a client
1262020	1262540	for example
1262540	1263140	can generate
1263140	1263500	like
1263500	1264880	think of it
1264880	1266140	as a temporary
1266140	1266800	public key
1266800	1267140	there
1267140	1267480	right
1267480	1268380	where he knows
1268380	1269160	the private key
1269160	1270440	and what he does
1270440	1271100	is he can now
1271100	1271660	send a message
1271660	1272780	with a public key
1272780	1274800	to the server
1274800	1276860	and he can say
1276860	1277600	and by the way
1277600	1278120	I do know
1278120	1278800	the private key
1278800	1280360	and how can you do this
1280360	1281020	he can sign
1281020	1282060	with a private key
1282060	1282960	that message
1282960	1283460	that includes
1283460	1284000	the public key
1284000	1284480	kind of it was
1284480	1285620	essentially like
1285620	1286620	a self-signed certificate
1286620	1287980	the server said
1287980	1288980	oh look that's cool
1288980	1289520	because now
1289520	1290220	you're not joking
1290220	1291480	you're not messing around
1291480	1291720	with me
1291720	1293280	you know the key
1293280	1293860	which you
1293860	1295380	you know the private key
1295380	1296140	for which the public key
1296140	1297040	you'll be just sending me
1297040	1299200	so then the server says
1299200	1300880	okay now I have
1300880	1301720	my own certificate
1301720	1302760	here's my certificate
1302760	1303780	oh maybe a chain
1303780	1304340	of certificates
1304340	1307180	and I only use RSA
1307180	1308820	certificates can be signed
1308820	1309220	with RSA
1309220	1310900	but my public key
1310900	1311660	is no longer RSA
1311660	1313160	it's some kind of
1313160	1313900	D.K. Hellman type
1313900	1314400	public key
1314400	1315100	which can be used
1315100	1316180	for many things
1316180	1316420	but
1316420	1318380	there it is
1318380	1319380	so now
1319380	1321580	a server has a public key
1321580	1322360	from the form
1322360	1323400	remember G to the B
1323400	1323920	or something
1323920	1325220	and the client
1325220	1326160	has a public key
1326160	1327680	remember G to the A
1327680	1328300	and then they can
1328300	1328960	each compute
1328960	1329800	G to the A B
1329800	1332160	okay
1332160	1333840	so that's basically
1333840	1334420	the idea
1334420	1335180	and
1335180	1337740	when the server
1337740	1338500	receives that message
1338500	1338840	one
1338840	1339980	he's able to
1339980	1340480	compute the key
1340480	1340880	right away
1340880	1341660	because
1341660	1342560	he knows his
1342560	1343020	you know
1343020	1343920	he knows B
1343920	1344340	right
1344340	1345260	that's his private key
1345260	1346620	and he receives
1346620	1347320	G to the A
1347320	1348420	so right away
1348420	1349020	he knows it
1349020	1350440	and in that second message
1350440	1351540	the second green message
1351540	1352680	he can already sign
1352680	1354340	using that key
1354340	1354860	or MAC
1354860	1355160	okay
1355160	1356040	so that message
1356040	1356480	can be secure
1356480	1357300	they already have
1357300	1358680	a secret
1358680	1360100	in common
1360100	1366480	so
1366480	1367340	what is
1367340	1367700	yeah
1367700	1369600	I would like to know
1369600	1371760	for the client
1371760	1373940	when the client
1373940	1374820	decide to
1374820	1375620	choose the
1375620	1376720	TS 1.2
1376720	1377600	and 1.2
1377600	1378120	so
1378120	1378460	so
1378460	1379380	this is
1379380	1382640	the client
1382640	1383200	hello
1383200	1385640	did you get
1385640	1387240	that announcement
1387240	1387720	I posted
1387720	1389060	yes
1389060	1389940	did you see
1389940	1390440	that announcement
1390440	1391080	I posted
1391080	1391740	about this
1391740	1392700	there's a very cute
1392700	1393380	little site
1393380	1394900	that if you expand
1394900	1395420	everything
1395420	1397140	it will tell you
1397140	1398320	in excruciating
1398320	1399240	detail
1399240	1400480	everything
1400480	1401080	you want to know
1401080	1401500	about this
1401500	1402080	now
1402080	1402600	if you
1402600	1403540	in that pointer
1403540	1404420	that I sent you
1404420	1405600	link
1405600	1405900	right
1405900	1407860	there's a 1.2
1407860	1409460	if you substitute
1409460	1410440	with 1.3
1410440	1412020	you will see
1412020	1412560	the same
1412560	1413460	gory details
1413460	1414660	of a 1.3
1414660	1415100	handshake
1415100	1417080	okay
1417080	1417660	now
1417660	1418540	the difference is
1418540	1419080	the client
1419080	1419380	hello
1419380	1419960	is present
1419960	1420680	in all of them
1420680	1421700	so
1421700	1422420	at the client
1422420	1423100	hello stage
1423100	1424160	the first thing
1424160	1424780	that the server
1424780	1425420	sees is
1425420	1426540	the setup
1426540	1427340	or the highest
1427340	1428260	version
1428260	1429180	that the client
1429180	1429800	is supporting
1429800	1432000	so if the client
1432000	1432660	specifies
1432660	1433440	the highest version
1433440	1434020	he supports
1434020	1434920	is 1.2
1434920	1436360	that server
1436360	1436600	says
1436600	1437060	okay
1437060	1439360	if I'm allowed
1439360	1440760	for example
1440760	1441140	the server
1441140	1441420	could be
1441420	1441980	federal government
1441980	1442260	saying
1442260	1442880	go away
1442880	1443960	I don't
1443960	1445160	I don't talk
1445160	1445740	to anybody
1445740	1446660	who doesn't
1446660	1447380	speak the latest
1447380	1447760	version
1447760	1448580	okay
1448580	1449920	but if it's
1449920	1450400	an e-commerce
1450400	1450840	site
1450840	1451320	they're like
1451320	1451840	I don't
1451840	1452540	sell this one
1452540	1453500	I don't care
1453500	1454120	if you're using
1454120	1454760	the latest version
1454760	1456380	so it will say
1456380	1456760	okay
1456760	1457880	1.2 is fine
1457880	1459480	you see what I mean
1459480	1460540	if the client
1460540	1460940	says
1460940	1461580	oh
1461580	1462260	1.3
1462260	1462880	in the client
1462880	1463740	the server
1463740	1464340	could say
1464340	1465640	yeah
1465640	1466480	but I'm in
1466480	1467280	I don't know
1467280	1468960	Slabonia
1468960	1469700	and we don't
1469700	1470740	speak 1.3
1470740	1471300	here yet
1471300	1472340	we're still
1472340	1472860	like living
1472860	1473620	10 years ago
1473620	1475200	so then
1475200	1475980	we regress
1475980	1476800	to 1.2
1476800	1478120	you see what I mean
1478120	1478660	so server will
1478660	1479160	reply with
1479160	1479840	1.2
1479840	1481600	but yeah
1481600	1483200	for the previous
1483200	1483600	slide
1483600	1485780	yeah
1485780	1486880	for the previous
1486880	1487080	slide
1487080	1487780	it seems that
1487780	1488340	the client
1488340	1488940	sent more
1488940	1489520	message
1489520	1490000	if it
1490000	1490380	uses
1490380	1491320	1.3
1491320	1492060	so if
1492060	1492480	no
1492480	1492760	no
1492760	1493640	less
1493640	1494060	less
1494060	1494300	because
1494300	1494680	look
1494680	1496080	both of them
1496080	1496280	say
1496280	1496840	client
1496840	1497080	hello
1497080	1497420	right
1497420	1498700	but the client
1498700	1498980	hello
1498980	1499680	is not exactly
1499680	1500120	the same
1500120	1500620	if you look
1500620	1500840	at the
1500840	1501360	that's why
1501360	1501680	I told you
1501680	1502080	if you look
1502080	1502800	go into that
1502800	1503240	website
1503240	1503540	right
1503540	1504800	and you compare
1504800	1505360	the client
1505360	1505720	hello
1505720	1506440	messages
1506440	1507020	for both
1507020	1507580	1.2
1507580	1507860	and 1.3
1507860	1508140	they're not
1508140	1508780	exactly the same
1508780	1509740	but the beginning
1509740	1510400	is the same
1510400	1513000	do you see what I mean
1513000	1513940	they are the same
1513940	1514460	in the beginning
1514460	1515220	so
1515220	1516340	if you
1516340	1517080	if the client
1517080	1517460	hello
1517460	1518880	is a 1.2
1518880	1519260	hello
1519260	1520500	the server
1520500	1521400	will realize
1521400	1521820	that
1521820	1523580	you see what I mean
1523580	1524720	so if the client
1524720	1525960	is willing to speak
1525960	1526580	1.3
1526580	1527140	the client
1527140	1527380	hello
1527380	1528480	should be 1.3
1528480	1529760	if the client
1529760	1530060	hello
1530060	1531160	the client speaks
1531160	1532160	only 1.2
1532160	1533240	up to 1.2
1533240	1533640	he will
1533640	1535040	it will be 1.2
1535040	1535480	but the server
1535480	1536020	will recognize
1536020	1536360	by looking
1536360	1537000	in the first byte
1537000	1538600	yeah
1538600	1547040	so
1547040	1549080	no
1549080	1549840	because
1549840	1550700	the server
1550700	1551180	will simply
1551180	1552000	reply that
1552000	1552800	my check
1552800	1553380	cipher spec
1553380	1553960	I will pick
1553960	1554560	1.2
1554560	1555040	now
1555040	1556380	don't quote me
1556380	1556700	on this
1556700	1560020	but I think
1560020	1561020	one is a superset
1561020	1561500	of the other
1561500	1562260	so it's still
1562260	1562780	parsable
1562780	1564360	you don't have
1564360	1564860	to trust me
1564860	1565460	you have to trust
1565460	1566100	all these hundreds
1566100	1566500	of people
1566500	1566920	that work
1566920	1567160	on this
1567160	1567620	to make sure
1567620	1568600	because it's all
1568600	1570620	made for programmers
1570620	1571020	right
1571020	1572120	it was all
1572120	1572960	made for people
1572960	1574260	to make it easy
1574260	1574940	to code
1574940	1575920	to parse things
1575920	1576740	right
1576740	1577360	so even if
1577360	1578600	the format
1578600	1579060	changes
1579060	1579960	the preamble
1579960	1580800	almost never
1580800	1581220	changes
1581220	1583120	right
1583120	1584640	so you should
1584640	1585000	be looking
1585000	1585380	at like
1585380	1586080	the very
1586080	1587320	first few
1587320	1588020	fields
1588020	1588820	in the header
1588820	1589620	and say
1589620	1590120	ah
1590120	1591480	that will tell
1591480	1592040	me the version
1592040	1593460	right
1593460	1594040	and if I don't
1594040	1594940	support this version
1594940	1595540	then I can't
1595540	1596460	then it's an error
1596460	1597460	but if I can't
1597460	1598320	support this version
1598320	1599080	then we can
1599080	1599720	downgrade
1599720	1601220	right
1601220	1603860	if my policy
1603860	1604600	allows me
1604600	1605800	right
1605800	1606840	so for example
1606840	1607200	maybe
1607200	1608640	that depends
1608640	1609080	very much
1609080	1609480	on web
1609480	1609900	web
1609900	1610240	web
1610240	1610560	web
1610560	1610860	web service
1610860	1611400	policy
1611400	1612940	whether it's
1612940	1613620	like a client
1613620	1614120	might come
1614120	1614560	from
1614560	1615800	within the
1615800	1616040	US
1616040	1617200	and say
1617200	1617600	I speak
1617600	1618240	1.2
1618240	1618660	and the web
1618660	1619280	server says
1619280	1619740	okay
1619740	1620960	I'll speak
1620960	1621560	1.2
1621560	1621920	with you
1621920	1622920	and the client
1622920	1623640	comes over
1623640	1624600	from Botswana
1624600	1626100	and the server
1626100	1626380	says
1626380	1626940	uh-uh
1626940	1628660	I don't
1628660	1629440	trust Botswana
1629440	1630460	I don't know
1630460	1630780	where the hell
1630780	1631160	you are
1631160	1631820	really
1631820	1633020	so for foreign
1633020	1633540	clients
1633540	1633960	I will
1633960	1634480	bunk with
1634480	1635020	three or nothing
1635020	1636680	it's totally
1636680	1637040	fine
1637040	1637980	to do that
1637980	1641640	so primarily
1641640	1642380	what do we
1642380	1642740	use this
1642740	1643080	to sell
1643080	1643440	for
1643440	1644820	I mean
1644820	1645280	the primary
1645280	1645640	thing
1645640	1646280	has always
1646280	1646660	been
1646660	1647540	some kind
1647540	1648180	of e-commerce
1648180	1650080	right
1650080	1651600	because
1651600	1652260	we're buying
1652260	1652620	stuff
1652620	1654240	right
1654240	1654760	internet
1654760	1655500	was built
1655500	1656060	essentially
1656060	1656760	on e-commerce
1656760	1658360	internet
1658360	1658860	of today
1658860	1659260	not
1659260	1660000	the original
1660000	1660300	internet
1660300	1661260	I would say
1661260	1661980	sorry
1661980	1662800	correction
1662800	1663480	the web
1663480	1665020	right
1665020	1665720	the driving force
1665720	1666120	of the web
1666120	1666820	is e-commerce
1666820	1670620	so
1670620	1671280	as I
1671280	1672180	already motivated
1672180	1672500	before
1672500	1673340	client-less education
1673340	1673760	is generally
1673760	1674340	not needed
1674340	1675440	why
1675440	1676500	well because
1676500	1677360	with what
1677360	1677680	right
1677680	1678380	you're going
1678380	1678900	to an e-commerce
1678900	1679340	site
1679340	1680220	you're buying
1680220	1680840	widgets
1680840	1681620	from
1681620	1682460	ADC
1682460	1683080	incorporated
1683080	1683960	and you may
1683960	1684280	have never
1684280	1684660	visited
1684660	1685100	ADC
1685100	1685600	incorporated
1685600	1686240	you're
1686240	1686960	bargain shopping
1686960	1687240	right
1687240	1687780	using google
1687780	1688440	saying compare
1688440	1688820	prices
1688820	1689920	oh look at
1689920	1690220	that
1690220	1691060	a company
1691060	1691740	in Kravistan
1691740	1692580	all right
1692580	1693600	cheap stuff
1693600	1694120	let me get
1694120	1694360	it
1694360	1695820	they don't
1695820	1696140	know you
1696140	1696420	you don't
1696420	1696880	know them
1696880	1698000	okay
1698000	1698520	so you
1698520	1699000	authenticated
1699000	1699280	them
1699280	1699880	but why
1699880	1700440	should you
1700440	1700860	authenticate
1700860	1701280	yourself
1701280	1701840	as a client
1701840	1702300	until you
1702300	1702740	decide to
1702740	1703000	buy
1703000	1704360	and it's
1704360	1704760	not really
1704760	1705160	authentication
1705160	1705700	that you're
1705700	1705920	doing
1705920	1706140	right
1706140	1706540	you're just
1706540	1706940	presenting
1706940	1707360	a method
1707360	1707840	of payment
1707840	1708220	right
1708220	1709120	which may be
1709120	1709460	stolen
1709460	1711180	as long as
1711180	1711600	it's valid
1711600	1712400	the web server
1712400	1713020	doesn't care
1713020	1714420	all they want
1714420	1714900	to make sure
1714900	1715800	is that you
1715800	1716260	will pay
1716260	1718540	who you are
1718540	1719060	they don't really
1719060	1719380	care
1719380	1724100	so if you're
1724100	1725080	sending credit
1725080	1725880	card information
1725880	1726560	over
1726560	1727320	of course
1727320	1727800	that should be
1727800	1728220	protected
1728220	1729820	so that's what
1729820	1731100	really SSL is for
1731100	1731400	now
1731400	1732820	it's also there
1732820	1733360	to protect
1733360	1733860	to you
1733860	1735000	against evil
1735000	1735940	web servers
1735940	1737980	and that's
1737980	1738340	where it
1738340	1738860	transcends
1738860	1739320	e-commerce
1739320	1740180	when you go
1740180	1741380	to CNN.com
1741380	1742440	assuming you
1742440	1743000	trust CNN
1743000	1744140	or whatever
1744140	1744600	your taste
1744600	1745020	may be
1745020	1746000	fox.com
1746000	1747800	you want
1747800	1748280	to get news
1748280	1748860	from them
1748860	1749460	and not
1749460	1750160	from some
1750160	1751400	belorussian
1751400	1753440	government agency
1753440	1753960	right
1753960	1755440	or a north
1755440	1755800	korean
1755800	1756740	mouthpiece
1756740	1758180	of what's
1758180	1758520	his name
1758520	1759560	you know
1759560	1761360	so you
1761360	1761860	want to get
1761860	1762600	the real
1762600	1763060	thing
1763060	1764340	so in that
1764340	1764940	case it's
1764940	1765460	not money
1765460	1765880	that's a
1765880	1766140	stake
1766140	1766860	it's authenticity
1766860	1767340	right
1767340	1768880	in that case
1768880	1769960	nobody cares
1769960	1770620	that you
1770620	1771380	actually encrypt
1771380	1771580	right
1771580	1772240	in that case
1772240	1772640	you may not
1772640	1773360	even care about
1773360	1774040	encrypting the
1774040	1774220	data
1774220	1774880	you care about
1774880	1775460	authenticating
1775460	1775840	the server
1775840	1776480	maybe using
1776480	1777960	null encryption
1777960	1780540	make sense
1780540	1783620	right
1783620	1786320	of course
1786320	1787480	SSL
1787480	1788000	and TLS
1788000	1788580	they're not
1788580	1789000	magic
1789000	1789220	right
1789220	1789540	they're not
1789540	1789880	going to do
1789880	1790240	anything
1790240	1791080	about like
1791080	1791840	guaranteeing
1791840	1792440	that if you
1792440	1793020	send credit
1793020	1793600	card data
1793600	1794480	and shipping
1794480	1795120	address
1795120	1795540	or whatever
1795540	1796700	they're not
1796700	1797320	going to sell
1797320	1798480	it to some
1798480	1800120	mass marketer
1800120	1800980	or some
1800980	1801400	annoying
1801400	1802200	telemarketer
1802200	1803180	or just
1803180	1803600	give it to
1803600	1804040	somebody on
1804040	1804440	the street
1804440	1804880	to quickly
1804880	1805520	buy 500
1805520	1806180	pair of jeans
1806180	1807200	you know
1807200	1807820	you have no
1807820	1808360	idea what's
1808360	1808660	happening
1808660	1808940	with your
1808940	1809340	credit card
1809340	1809860	you're just
1809860	1810080	going to
1810080	1810560	trust them
1810560	1810800	that they
1810800	1811300	will erase
1811300	1811480	it
1811480	1811860	or store
1811860	1812020	it
1812020	1812460	securely
1812460	1814760	most
1814760	1815280	clients
1815280	1815900	of course
1815900	1816260	have no
1816260	1816520	idea
1816520	1816820	what it
1816820	1817040	means
1817040	1817360	for a
1817360	1817560	server
1817560	1818040	certificate
1818040	1818400	to even
1818400	1818780	exist
1818780	1819060	right
1819060	1819320	most
1819320	1820240	think about
1820240	1820540	not
1820540	1821000	yourselves
1821000	1821380	because
1821380	1821720	you're all
1821720	1822160	super
1822160	1822480	educated
1822480	1822940	folks
1822940	1823180	but
1823180	1823560	think
1823560	1823820	about
1823820	1824240	various
1824240	1824580	family
1824580	1825020	members
1825020	1825340	and
1825340	1825640	you know
1825640	1825960	some of
1825960	1826080	them
1826080	1826280	are
1826280	1826960	children
1826960	1827800	they don't
1827800	1828000	know
1828000	1828400	they use
1828400	1828780	the web
1828780	1829120	they use
1829120	1829560	the internet
1829560	1829980	they have
1829980	1830420	no idea
1830420	1830760	what it
1830760	1831200	all means
1831200	1832720	so we
1832720	1833380	rely on
1833380	1833740	conscious
1833740	1835520	correct
1835520	1836560	implementations
1836560	1837280	to make
1837280	1837720	sure
1837720	1838280	that
1838280	1838780	certificates
1838780	1839380	are valid
1839380	1840080	the certificates
1840080	1840900	correspond to
1840900	1841480	the websites
1841480	1842060	that they're
1842060	1842800	assigned to
1842800	1843120	etc
1843120	1849340	more importantly
1849340	1849940	than
1849940	1852020	e-commerce
1852020	1852700	although that's
1852700	1853340	not as much
1853340	1853900	of a segment
1853900	1854260	for
1854260	1854980	application
1854980	1855680	domain
1855680	1855980	for
1855980	1856940	CLS
1856940	1857320	is
1857320	1857740	banking
1857740	1858140	and other
1858140	1858640	financial
1858640	1859240	services
1859240	1859580	right
1859580	1860760	it's kind
1860760	1860860	of
1860860	1861540	you can
1861540	1861800	think of
1861800	1862020	it as
1862020	1862380	hyper
1862380	1862840	e-commerce
1862840	1863180	right
1863180	1863520	this is
1863520	1863840	where the
1863840	1864080	money
1864080	1864600	the real
1864600	1864860	money
1864860	1865000	is
1865000	1865240	your
1865240	1865580	money
1865580	1866840	right
1866840	1867580	here the
1867580	1867940	bank is
1867940	1868440	not selling
1868440	1868960	you anything
1868960	1869240	right
1869240	1869720	you already
1869720	1870420	decided to
1870420	1870740	put your
1870740	1871080	money in
1871080	1871380	the bank
1871380	1871600	and you
1871600	1871900	have a
1871900	1872420	relationship
1872420	1873500	so instead
1873500	1873960	of entering
1873960	1874660	your credit
1874660	1875080	card info
1875080	1875800	actually here
1875800	1876460	you do
1876460	1877040	enter
1877040	1878460	to begin
1878460	1878900	a session
1878900	1879180	with the
1879180	1879380	bank
1879380	1879780	you do
1879780	1880220	enter
1880220	1880600	your
1880600	1881060	username
1881060	1881680	password
1881680	1882220	and god
1882220	1882560	knows what
1882560	1882840	else
1882840	1883940	MFA
1883940	1884360	right
1884360	1886140	so
1886140	1886880	there's
1886880	1887120	more
1887120	1887480	of a
1887480	1887920	beginning
1887920	1888180	of a
1888180	1888420	session
1888420	1888720	and end
1888720	1889280	but notice
1889280	1889700	that people
1889700	1890060	go to
1890060	1890400	banks
1890400	1890960	also to
1890960	1891340	browse
1891340	1891640	let's
1891640	1891840	say
1891840	1892860	interest
1892860	1893260	rates
1893260	1893880	without
1893880	1894340	having to
1894340	1894700	log in
1894700	1895900	so you
1895900	1896320	do want
1896320	1896580	to make
1896580	1896960	sure you're
1896960	1897260	going to
1897260	1897680	the bank
1897680	1898820	it's the
1898820	1899340	right bank
1899340	1899980	and it
1899980	1900540	displays you
1900540	1901040	truthful
1901040	1901680	information
1901680	1902600	so SSL
1902600	1903120	TLS is
1903120	1903660	useful there
1903660	1904000	too
1904000	1904680	right
1904680	1905260	even without
1905260	1905740	you logging
1905740	1906100	in
1906100	1907160	and authenticating
1907160	1907600	yourself
1907600	1909480	sometimes
1909480	1910460	in early
1910460	1911200	2000s
1911200	1912220	mid 2000s
1912220	1913420	some banks
1913420	1914020	that were
1914020	1914320	kind of
1914320	1914560	hip
1914560	1914740	and
1914740	1915060	cool
1915060	1915440	thought
1915440	1915720	they
1915720	1916740	would
1916740	1917040	send
1917040	1917900	customers
1917900	1918720	I think
1918720	1919020	I mentioned
1919020	1919260	before
1919260	1919800	like various
1919800	1920280	dongles
1920280	1920780	and USB
1920780	1921140	keys
1921140	1921440	and other
1921440	1921760	things
1921760	1922500	that you
1922500	1923060	could use
1923060	1924440	to upload
1924440	1924960	a client
1924960	1925540	certificate
1925540	1926840	for SSL
1926840	1927240	TLS
1927240	1928360	that way
1928360	1928640	you could
1928640	1928940	have
1928940	1929680	strong
1929680	1930120	two-way
1930120	1930720	authentication
1930720	1932300	this
1932300	1932660	somehow
1932660	1933100	fell out
1933100	1933220	of
1933220	1933640	fashion
1933640	1936860	okay
1936860	1937580	that's
1937580	1938500	the end
1938500	1938700	of
1938700	1939440	SSL
1939440	1939940	TLS
1939940	1945220	now we
1945220	1945680	go on
1945680	1946140	to
1946140	1948100	another
1948100	1948700	beautiful
1948700	1950480	masterpiece
1950480	1954060	IPsec
1954060	1961840	quick show
1961840	1962220	of hands
1962220	1963060	how many
1963060	1963600	people here
1963600	1964260	have heard
1964260	1964980	IPsec
1964980	1966180	two
1966180	1966480	three
1966480	1966620	and
1966620	1966800	well
1966800	1967280	okay
1967280	1971120	so
1971120	1971700	IPsec
1971700	1972320	is IP
1972320	1973000	security
1973000	1973520	extension
1973520	1975940	strictly
1975940	1976440	speaking
1976440	1977040	unlike
1977040	1978020	Carverus
1978020	1978400	which is
1978400	1979220	a system
1979220	1979660	right
1979660	1980540	Carverus
1980540	1980800	remember
1980800	1981560	e-system
1981560	1982520	have
1982520	1982760	many
1982760	1983380	protocols
1983380	1983800	right
1983800	1985180	components
1985180	1987080	SSL
1987080	1987580	TLS
1987580	1988460	is a
1988460	1989340	protocol
1989340	1990840	right
1990840	1991160	our
1991160	1991920	protocol suite
1991920	1992260	really
1992260	1996480	and a set
1996480	1996980	of formats
1996980	1997220	right
1997220	1997600	the protocols
1997600	1998600	always have
1998600	1999040	formats
1999040	1999600	for messages
1999600	2001000	so
2001000	2001740	IPsec
2001740	2002720	strictly speaking
2002720	2003580	is not
2003580	2003980	a protocol
2003980	2006200	it is
2006200	2006840	actually
2006840	2007740	a set
2007740	2008340	of formats
2008340	2010480	okay
2010480	2010780	so
2010780	2011100	this will
2011100	2011340	become
2011340	2011720	clear
2011720	2012420	maybe a
2012420	2012700	little bit
2012700	2013100	puzzling
2013100	2013320	at the
2013320	2013580	moment
2013580	2014220	become
2014220	2014660	clear
2014660	2016320	in a
2016320	2016560	bit
2016560	2017220	I hope
2017220	2018360	so
2018360	2018900	let's
2018900	2019260	consider
2019260	2019720	IP
2019720	2020700	IP
2020700	2021680	is the
2021680	2024760	lingua franca
2024760	2026140	the English
2026140	2026880	of the internet
2026880	2027240	right
2027240	2027540	you want
2027540	2027640	to
2027640	2029680	communicate
2029680	2030280	you kind of
2030280	2030700	better speak
2030700	2030980	English
2030980	2031480	in the business
2031480	2032060	world today
2032060	2032360	well
2032360	2033060	if you want
2033060	2033500	to communicate
2033500	2033920	today
2033920	2034440	you need
2034440	2034840	to speak
2034840	2035180	IP
2035180	2035660	you don't
2035660	2035900	speak
2035900	2036220	IP
2036220	2037040	you are
2037040	2037440	basically
2037440	2039020	all right
2039020	2039420	IP
2039420	2039780	is the
2039780	2040100	network
2040100	2040540	layer
2040540	2040940	it is
2040940	2041340	what's
2041340	2041500	called
2041500	2041700	the
2041700	2042100	thin
2042100	2042780	waste
2042780	2043580	because
2043580	2044080	the internet
2044080	2044660	has this
2044660	2044980	kind of
2044980	2045640	a
2045640	2047760	what do you
2047760	2048100	call it
2048100	2052660	the hourglass
2052660	2053480	the hourglass
2053480	2053860	shape
2053860	2054400	if you look
2054400	2054620	at the
2054620	2055020	protocols
2055020	2055620	right
2055620	2056440	there are
2056440	2057600	many
2057600	2058120	protocols
2058120	2059440	why do I
2059440	2060180	say hourglass
2060180	2060720	right
2060720	2061360	so
2061360	2068080	so
2068080	2068280	this
2068280	2068420	will
2068420	2068540	be
2068540	2068960	physical
2068960	2069420	layer
2069420	2070760	data
2070760	2071100	link
2071100	2072800	and
2072800	2073060	here
2073060	2073320	is
2073320	2073740	network
2073740	2074100	layer
2074100	2074960	here
2074960	2075100	is
2075100	2075300	where
2075300	2075680	IP
2075680	2076260	goes
2076260	2077020	so
2077020	2077400	here
2077400	2078060	things
2078060	2078260	get
2078260	2078660	thicker
2078660	2079220	and above
2079220	2079620	IP
2079620	2080080	let's
2080080	2080240	say
2080240	2080480	this
2080480	2080620	is
2080620	2080880	IP
2080880	2082280	and
2082280	2082580	above
2082580	2082840	IP
2082840	2083060	you
2083060	2083360	have
2083360	2084560	transport
2084560	2086280	layer
2086280	2086880	session
2086880	2087480	layer
2087480	2088100	so
2088100	2088440	I have a
2088440	2089020	presentation
2089020	2089740	application
2089740	2090180	whatever
2090180	2090640	I forget
2090640	2090880	that
2090880	2091360	but
2091360	2091600	they're
2091600	2091780	all
2091780	2092580	poorly
2092580	2093500	demarcated
2093500	2095020	here
2095020	2095360	you have
2095360	2095740	lots of
2095740	2096200	applications
2096200	2096560	right
2096560	2098020	lots and
2098020	2098380	lots of
2098380	2098840	applications
2098840	2100480	below that
2100480	2100820	also
2100820	2101480	lots of
2101480	2101920	applications
2101920	2102240	like
2102240	2102760	presentation
2102760	2103380	platforms
2103380	2103920	of various
2103920	2104300	sorts
2104300	2106580	and here
2106580	2107080	below
2107080	2107480	in the
2107480	2107820	physical
2107820	2108220	layer
2108220	2108880	you have
2108880	2111200	Wi-Fi
2111200	2112620	Zigbee
2112620	2113560	Bluetooth
2113560	2114760	NFC
2114760	2115580	cellular
2115580	2117200	right
2117200	2118320	you have
2118320	2119000	right
2119000	2119360	all these
2119360	2120040	fiber
2120040	2120720	optics
2120720	2122260	twisted
2122260	2122800	copper
2122800	2124240	god
2124240	2124480	knows
2124480	2124740	what
2124740	2125020	oh
2125020	2125960	radar
2125960	2127840	infrared
2127840	2128900	right
2128900	2129360	all these
2129360	2129740	ways of
2129740	2130200	communication
2130200	2130580	so
2130580	2130760	there are
2130760	2131340	many choices
2131340	2131720	here
2131720	2132280	many choices
2132280	2132620	here
2132620	2133260	as the
2133260	2133520	network
2133520	2133800	layer
2133800	2134040	on the
2134040	2134300	internet
2134300	2134820	no
2134820	2135180	choice
2135180	2137100	IP
2137100	2137280	or
2137280	2137620	nothing
2137620	2139720	that's
2139720	2139960	what it's
2139960	2140140	called
2140140	2140280	the
2140280	2140480	thin
2140480	2140800	waste
2140800	2144740	so
2144740	2145720	as I
2145720	2145960	said
2145960	2146420	before
2146420	2146880	IP
2146880	2147120	was
2147120	2147700	designed
2147700	2148360	started
2148360	2148740	around
2148740	2149520	1976
2149520	2150020	the
2150020	2150360	design
2150360	2150540	was
2150540	2150980	finalized
2150980	2151200	around
2151200	2151720	1980
2151720	2152300	or
2152300	2152700	81
2152700	2154000	most
2154000	2154320	of the
2154320	2154580	work
2154580	2154760	in
2154760	2155180	designing
2155180	2155520	IP
2155520	2155840	was
2155840	2156100	done
2156100	2156540	actually
2156540	2156860	not
2156860	2157140	far
2157140	2157360	from
2157360	2157800	here
2157800	2159200	the
2159200	2159500	place
2159500	2159660	I
2159660	2159900	once
2159900	2160320	worked
2160320	2161000	it's called
2161000	2161660	ISI
2161660	2162180	information
2162180	2162700	sciences
2162700	2163340	institute
2163340	2164060	part of
2164060	2164520	USC
2164520	2165020	school
2165020	2165180	of
2165180	2165600	engineering
2165600	2166640	beautifully
2166640	2167200	situated
2167200	2167900	far away
2167900	2168100	from
2168100	2168560	USC
2168560	2169200	in
2169200	2169460	Marina
2169460	2169940	Del Rey
2169940	2170320	on
2170320	2170640	water
2170640	2172100	inspiring
2172100	2172760	people
2172760	2173240	to work
2173240	2173480	hard
2173480	2173600	in
2173600	2173840	course
2173840	2175120	so
2175120	2176320	true story
